run,coarseCode,fineCode,coarse_code,fine_code,iout,vdsat_masterbias_mnbias,vdsat_masterbias_mnbiasdio,vdsat_masterbias_mnbiascascdio,vdsat_masterbias_mnbiascasc,vdsat_masterbias_mpbias,vdsat_masterbias_mpbiasdio,vdsat_masterbias_mnmirr1,vdsat_masterbias_mnmirr2,vdsat_masterbias_mnmirrcasc2,vdsat_masterbias_mnmirrcasc2,vdsat_coarsebuf_mmirr,vdsat_coarse2fine_mpdio,vdsat_coarse2fine_mpmirr,vdsat_buffs_mndio,vdsat_buffs_mnmirr,vdsat_buffs_mnmirrbuffbias,vdsat_buffs_mnmirrbuff,vdsat_buffs_mpdio,vdsat_buffs_mpmirrbuffbias,vdsat_buffs_mpmirrbuff,vdsat_biasbuffer_mndio,vdsat_biasbuffer_mnmirr,vdsat_biasbuffer_mnpdio,id_masterbias_mnbias,id_masterbias_mnbiasdio,id_masterbias_xmnmirr1,id_masterbias_xmnmirr2,id_mbdiv_cb0,id_mbdiv_cb1,id_mbdiv_cb2,id_mbdiv_cb3,id_mbdiv_cb4,id_mbdiv_cb5,id_mbdiv_cb6,id_mbdiv_cb7,id_coarsebuf_mmirr,id_coarse2fine_mpdio,id_coarse2fine_mpmirr,id_coarse2fine_mpindio,id_buffs_mndio,id_buffs_mnmirr,id_buffs_mnmirrbuffbias,id_buffs_mnmirrbuff,id_buffs_mpdio,id_buffs_mpmirrbuffbias,id_buffs_mpmirrbuff,id_biasbuffer_mndio,id_biasbuffer_mnmirr
run_10,2.0,50.0,2.000,50.000,1.238e-09,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,3.845e-02,3.845e-02,3.677e-02,4.470e-02,4.059e-02,4.117e-02,4.448e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,6.538e-09,1.185e-09,1.220e-09,2.320e-08,4.470e-02,1.220e-09,3.040e-08,4.448e-02,2.279e-08,2.862e-08
run_11,3.0,50.0,3.000,50.000,4.023e-12,3.689e-02,3.732e-02,7.199e-02,6.438e-02,0.000,0.000,3.732e-02,3.732e-02,"[8.339e-02, 8.339e-02]","[8.339e-02, 8.339e-02]",0.000,0.000,0.000,3.674e-02,3.830e-02,3.889e-02,4.296e-02,3.907e-02,7.385e-02,4.084e-02,3.886e-02,3.886e-02,7.384e-02,2.347e-07,4.044e-07,3.357e-08,3.358e-08,4.492e-06,5.872e-07,5.503e-08,1.202e-13,4.059e-14,4.057e-14,4.057e-14,4.053e-14,0.000,0.000,0.000,3.565e-11,2.189e-10,2.420e-13,5.190e-09,4.296e-02,2.706e-15,7.213e-11,4.084e-02,2.934e-07,3.506e-07
run_12,4.0,50.0,4.000,50.000,1.109e-08,3.689e-02,3.731e-02,7.192e-02,6.433e-02,0.000,0.000,3.731e-02,3.731e-02,"[8.325e-02, 8.325e-02]","[8.325e-02, 8.325e-02]",0.000,0.000,0.000,3.673e-02,3.830e-02,3.885e-02,4.179e-02,3.923e-02,7.343e-02,4.185e-02,3.882e-02,3.882e-02,7.340e-02,2.341e-07,4.026e-07,3.342e-08,3.343e-08,4.413e-06,5.771e-07,5.471e-08,1.105e-13,3.327e-14,3.987e-14,3.994e-14,3.993e-14,0.000,0.000,0.000,3.600e-11,2.258e-10,2.415e-13,5.051e-09,4.179e-02,1.126e-15,3.256e-10,4.185e-02,2.881e-07,3.445e-07
run_13,5.0,50.0,5.000,50.000,8.005e-09,3.689e-02,3.731e-02,7.192e-02,6.433e-02,0.000,0.000,3.731e-02,3.731e-02,"[8.324e-02, 8.324e-02]","[8.324e-02, 8.324e-02]",0.000,0.000,0.000,3.673e-02,3.830e-02,3.884e-02,4.180e-02,3.919e-02,7.337e-02,4.185e-02,3.881e-02,3.881e-02,7.336e-02,2.340e-07,4.025e-07,3.341e-08,3.342e-08,4.406e-06,5.761e-07,5.467e-08,1.094e-13,3.961e-14,3.352e-14,3.989e-14,3.988e-14,0.000,0.000,0.000,3.599e-11,2.265e-10,2.417e-13,5.038e-09,4.180e-02,1.450e-15,1.259e-10,4.185e-02,2.876e-07,3.439e-07
run_14,6.0,50.0,6.000,50.000,7.105e-09,3.688e-02,3.728e-02,7.146e-02,6.400e-02,0.000,0.000,3.728e-02,3.728e-02,"[8.236e-02, 8.236e-02]","[8.236e-02, 8.236e-02]",0.000,0.000,0.000,3.669e-02,3.830e-02,3.844e-02,4.201e-02,3.945e-02,6.862e-02,4.184e-02,3.842e-02,3.842e-02,6.862e-02,2.302e-07,3.911e-07,3.247e-08,3.248e-08,3.637e-06,4.754e-07,5.251e-08,2.225e-13,3.529e-14,3.491e-14,3.053e-14,3.513e-14,0.000,0.000,0.000,3.500e-11,2.606e-10,2.414e-13,3.348e-09,4.201e-02,3.269e-16,3.954e-10,4.184e-02,2.339e-07,2.811e-07
run_15,7.0,50.0,7.000,50.000,6.601e-09,3.688e-02,3.729e-02,7.146e-02,6.400e-02,0.000,0.000,3.729e-02,3.729e-02,"[8.236e-02, 8.236e-02]","[8.236e-02, 8.236e-02]",0.000,0.000,0.000,3.669e-02,3.830e-02,3.844e-02,4.201e-02,3.945e-02,6.867e-02,4.184e-02,3.842e-02,3.842e-02,6.866e-02,2.302e-07,3.911e-07,3.247e-08,3.248e-08,3.644e-06,4.763e-07,5.251e-08,2.203e-13,3.516e-14,3.497e-14,3.505e-14,3.063e-14,0.000,0.000,0.000,3.502e-11,2.602e-10,2.414e-13,3.368e-09,4.201e-02,3.283e-16,3.671e-10,4.184e-02,2.344e-07,2.817e-07
run_16,0.0,100.0,0.000,100.000,1.339e-07,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,5.196e-02,5.196e-02,3.677e-02,4.683e-02,5.201e-02,4.117e-02,4.654e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,3.754e-07,1.450e-07,1.337e-07,2.413e-08,4.683e-02,1.337e-07,3.145e-08,4.654e-02,2.279e-08,2.862e-08
run_17,1.0,100.0,1.000,100.000,2.114e-08,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,4.083e-02,4.083e-02,3.677e-02,4.520e-02,4.267e-02,4.117e-02,4.493e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,5.522e-08,2.102e-08,2.094e-08,2.374e-08,4.520e-02,2.094e-08,3.100e-08,4.493e-02,2.279e-08,2.862e-08
run_18,2.0,100.0,2.000,100.000,2.586e-09,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,3.862e-02,3.862e-02,3.677e-02,4.483e-02,4.074e-02,4.117e-02,4.459e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,6.538e-09,2.500e-09,2.554e-09,2.333e-08,4.483e-02,2.553e-09,3.054e-08,4.459e-02,2.279e-08,2.862e-08
run_19,3.0,100.0,3.000,100.000,4.024e-12,3.689e-02,3.732e-02,7.198e-02,6.438e-02,0.000,0.000,3.732e-02,3.732e-02,"[8.337e-02, 8.337e-02]","[8.337e-02, 8.337e-02]",0.000,0.000,0.000,3.673e-02,3.830e-02,3.888e-02,4.296e-02,3.898e-02,7.375e-02,4.084e-02,3.885e-02,3.885e-02,7.375e-02,2.346e-07,4.042e-07,3.355e-08,3.356e-08,4.476e-06,5.851e-07,5.498e-08,1.178e-13,4.038e-14,4.042e-14,4.044e-14,4.040e-14,0.000,0.000,0.000,3.563e-11,2.284e-10,2.423e-13,5.153e-09,4.296e-02,4.382e-15,2.366e-11,4.084e-02,2.923e-07,3.493e-07
run_20,4.0,100.0,4.000,100.000,1.066e-09,3.688e-02,3.729e-02,7.147e-02,6.400e-02,0.000,0.000,3.729e-02,3.729e-02,"[8.237e-02, 8.237e-02]","[8.237e-02, 8.237e-02]",0.000,0.000,0.000,3.670e-02,3.830e-02,3.845e-02,4.201e-02,3.945e-02,6.883e-02,4.184e-02,3.843e-02,3.843e-02,6.882e-02,2.303e-07,3.913e-07,3.248e-08,3.249e-08,3.667e-06,4.794e-07,5.255e-08,2.100e-13,3.113e-14,3.515e-14,3.521e-14,3.528e-14,0.000,0.000,0.000,3.507e-11,2.565e-10,2.413e-13,3.431e-09,4.201e-02,3.245e-16,5.977e-10,4.184e-02,2.361e-07,2.837e-07
run_21,5.0,100.0,5.000,100.000,1.582e-08,3.689e-02,3.732e-02,7.193e-02,6.433e-02,0.000,0.000,3.732e-02,3.732e-02,"[8.326e-02, 8.326e-02]","[8.326e-02, 8.326e-02]",0.000,0.000,0.000,3.673e-02,3.830e-02,3.885e-02,4.179e-02,3.970e-02,7.341e-02,4.185e-02,3.882e-02,3.882e-02,7.341e-02,2.341e-07,4.027e-07,3.343e-08,3.344e-08,4.415e-06,5.772e-07,5.471e-08,1.107e-13,3.970e-14,3.358e-14,3.996e-14,3.994e-14,0.000,0.000,0.000,3.600e-11,2.235e-10,2.400e-13,5.050e-09,4.179e-02,7.286e-17,1.246e-09,4.185e-02,2.882e-07,3.446e-07
run_22,6.0,100.0,6.000,100.000,-1.082e-08,3.689e-02,3.732e-02,7.197e-02,6.437e-02,0.000,0.000,3.732e-02,3.732e-02,"[8.334e-02, 8.334e-02]","[8.334e-02, 8.334e-02]",0.000,0.000,0.000,3.674e-02,3.830e-02,3.887e-02,4.176e-02,3.929e-02,7.372e-02,4.186e-02,3.885e-02,3.885e-02,7.371e-02,2.345e-07,4.038e-07,3.352e-08,3.353e-08,4.468e-06,5.843e-07,5.494e-08,1.162e-13,4.033e-14,4.039e-14,3.397e-14,4.038e-14,0.000,0.000,0.000,3.607e-11,2.182e-10,2.413e-13,5.153e-09,4.176e-02,8.075e-16,6.379e-10,4.186e-02,2.918e-07,3.488e-07
run_23,7.0,100.0,7.000,100.000,1.508e-08,3.689e-02,3.731e-02,7.192e-02,6.433e-02,0.000,0.000,3.731e-02,3.731e-02,"[8.324e-02, 8.324e-02]","[8.324e-02, 8.324e-02]",0.000,0.000,0.000,3.673e-02,3.830e-02,3.884e-02,4.180e-02,3.944e-02,7.336e-02,4.185e-02,3.881e-02,3.881e-02,7.335e-02,2.340e-07,4.025e-07,3.341e-08,3.342e-08,4.405e-06,5.760e-07,5.467e-08,1.093e-13,3.961e-14,3.980e-14,3.988e-14,3.365e-14,0.000,0.000,0.000,3.599e-11,2.261e-10,2.409e-13,5.031e-09,4.180e-02,3.515e-16,1.660e-10,4.185e-02,2.876e-07,3.438e-07
run_24,0.0,150.0,0.000,150.000,2.038e-07,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,5.732e-02,5.732e-02,3.677e-02,4.689e-02,5.663e-02,4.117e-02,4.659e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,3.754e-07,2.212e-07,2.035e-07,2.422e-08,4.689e-02,2.035e-07,3.155e-08,4.659e-02,2.279e-08,2.862e-08
run_25,1.0,150.0,1.000,150.000,3.300e-08,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,4.215e-02,4.215e-02,3.677e-02,4.528e-02,4.382e-02,4.117e-02,4.501e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,5.522e-08,3.302e-08,3.272e-08,2.383e-08,4.528e-02,3.271e-08,3.111e-08,4.501e-02,2.279e-08,2.862e-08
run_26,2.0,150.0,2.000,150.000,4.087e-09,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,3.881e-02,3.881e-02,3.677e-02,4.491e-02,4.090e-02,4.117e-02,4.466e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,6.538e-09,3.976e-09,4.040e-09,2.342e-08,4.491e-02,4.039e-09,3.063e-08,4.466e-02,2.279e-08,2.862e-08
run_27,3.0,150.0,3.000,150.000,5.731e-10,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,3.837e-02,3.837e-02,3.677e-02,4.457e-02,4.052e-02,4.117e-02,4.437e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,8.364e-10,5.422e-10,5.632e-10,2.305e-08,4.457e-02,5.624e-10,3.027e-08,4.437e-02,2.279e-08,2.862e-08
run_28,4.0,150.0,4.000,150.000,-4.785e-09,3.688e-02,3.728e-02,7.144e-02,6.398e-02,0.000,0.000,3.728e-02,3.728e-02,"[8.233e-02, 8.233e-02]","[8.233e-02, 8.233e-02]",0.000,0.000,0.000,3.671e-02,3.830e-02,3.841e-02,4.202e-02,3.947e-02,6.834e-02,4.185e-02,3.840e-02,3.840e-02,6.834e-02,2.301e-07,3.907e-07,3.243e-08,3.244e-08,3.596e-06,4.701e-07,5.242e-08,2.222e-13,3.089e-14,3.478e-14,3.482e-14,3.490e-14,0.000,0.000,0.000,3.496e-11,2.459e-10,2.414e-13,3.218e-09,4.202e-02,2.908e-16,8.299e-10,4.185e-02,2.309e-07,2.775e-07
run_29,5.0,150.0,5.000,150.000,-7.927e-09,3.688e-02,3.729e-02,7.147e-02,6.400e-02,0.000,0.000,3.729e-02,3.729e-02,"[8.237e-02, 8.237e-02]","[8.237e-02, 8.237e-02]",0.000,0.000,0.000,3.671e-02,3.830e-02,3.845e-02,4.202e-02,3.945e-02,6.881e-02,4.185e-02,3.843e-02,3.843e-02,6.880e-02,2.303e-07,3.912e-07,3.248e-08,3.249e-08,3.664e-06,4.790e-07,5.254e-08,2.139e-13,3.550e-14,3.054e-14,3.525e-14,3.537e-14,0.000,0.000,0.000,3.507e-11,2.412e-10,2.414e-13,3.412e-09,4.202e-02,3.401e-16,7.422e-10,4.185e-02,2.359e-07,2.834e-07
run_30,6.0,150.0,6.000,150.000,1.633e-08,3.689e-02,3.731e-02,7.192e-02,6.433e-02,0.000,0.000,3.731e-02,3.731e-02,"[8.325e-02, 8.325e-02]","[8.325e-02, 8.325e-02]",0.000,0.000,0.000,3.676e-02,3.830e-02,3.885e-02,4.182e-02,3.974e-02,7.338e-02,4.187e-02,3.882e-02,3.882e-02,7.337e-02,2.341e-07,4.026e-07,3.342e-08,3.343e-08,4.409e-06,5.764e-07,5.470e-08,1.104e-13,3.968e-14,3.986e-14,3.367e-14,3.993e-14,0.000,0.000,0.000,3.600e-11,2.017e-10,2.399e-13,5.029e-09,4.182e-02,5.912e-17,1.481e-09,4.187e-02,2.878e-07,3.441e-07
run_31,7.0,150.0,7.000,150.000,-1.788e-09,3.688e-02,3.728e-02,7.144e-02,6.398e-02,0.000,0.000,3.728e-02,3.728e-02,"[8.233e-02, 8.233e-02]","[8.233e-02, 8.233e-02]",0.000,0.000,0.000,3.671e-02,3.830e-02,3.841e-02,4.202e-02,3.948e-02,6.834e-02,4.185e-02,3.840e-02,3.840e-02,6.833e-02,2.301e-07,3.907e-07,3.243e-08,3.244e-08,3.596e-06,4.700e-07,5.243e-08,2.270e-13,3.517e-14,3.478e-14,3.484e-14,3.050e-14,0.000,0.000,0.000,3.496e-11,2.460e-10,2.414e-13,3.215e-09,4.202e-02,2.872e-16,7.679e-10,4.185e-02,2.309e-07,2.775e-07
run_32,0.0,200.0,0.000,200.000,2.716e-07,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,6.197e-02,6.197e-02,3.677e-02,4.694e-02,6.063e-02,4.117e-02,4.662e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,3.754e-07,2.962e-07,2.713e-07,2.428e-08,4.694e-02,2.713e-07,3.162e-08,4.662e-02,2.279e-08,2.862e-08
run_33,1.0,200.0,1.000,200.000,4.401e-08,3.645e-02,3.645e-02,5.131e-02,4.834e-02,0.000,0.000,3.645e-02,3.645e-02,"[5.062e-02, 5.062e-02]","[5.062e-02, 5.062e-02]",0.000,0.000,0.000,4.332e-02,4.332e-02,3.677e-02,4.533e-02,4.485e-02,4.117e-02,4.506e-02,3.677e-02,3.677e-02,4.117e-02,7.625e-08,7.632e-08,6.361e-09,6.363e-09,3.754e-07,4.898e-08,6.404e-09,8.284e-10,1.045e-10,1.162e-11,8.790e-13,5.979e-14,0.000,0.000,0.000,5.522e-08,4.420e-08,4.365e-08,2.389e-08,4.533e-02,4.365e-08,3.118e-08,4.506e-02,2.279e-08,2.862e-08
